Question ID,Question,Generated SQL Query,Expected SQL Query,Execution Accuracy
19.1,"List all courses with both a session and an exam, and show the average grade and exam score. Show id_mk, judul, avg_nilai_akhir, avg_nilai_ujian.","SELECT mk.id_mk, mk.judul, n.avg_nilai_akhir, hu.avg_nilai_ujian
FROM MataKuliah AS mk
JOIN (SELECT id_mk, AVG(nilai_akhir) AS avg_nilai_akhir FROM Nilai GROUP BY id_mk) AS n ON mk.id_mk = n.id_mk
JOIN (SELECT id_mk, AVG(nilai_diperoleh) AS avg_nilai_ujian FROM HasilUjian JOIN Ujian ON HasilUjian.id_ujian = Ujian.id_ujian GROUP BY id_mk) AS hu ON mk.id_mk = hu.id_mk
WHERE mk.id_mk IN (SELECT id_mk FROM Sesi INTERSECT SELECT id_mk FROM Ujian);","SELECT mk.id_mk, mk.judul,
  AVG(n.nilai_akhir) AS avg_nilai_akhir,
  AVG(h.nilai_diperoleh) AS avg_nilai_ujian
  FROM MataKuliah mk
  JOIN Nilai n ON mk.id_mk = n.id_mk
  JOIN Ujian u ON mk.id_mk = u.id_mk
  JOIN HasilUjian h ON u.id_ujian = h.id_ujian AND n.id_mahasiswa = h.id_mahasiswa
  GROUP BY mk.id_mk, mk.judul
  HAVING COUNT(DISTINCT u.id_ujian) > 0;",0.0
19.2,"Matkul apa yang punya sesi & ujian? Tampilkan nilai akhir rata-rata dan nilai ujian rata-rata. Kolom: id_mk, judul, avg_nilai_akhir, avg_nilai_ujian.","SELECT mk.id_mk, mk.judul, AVG(n.nilai_akhir) AS avg_nilai_akhir, AVG(hu.nilai_diperoleh) AS avg_nilai_ujian
FROM MataKuliah AS mk
JOIN Sesi AS s ON mk.id_mk = s.id_mk
JOIN Ujian AS u ON mk.id_mk = u.id_mk
JOIN Nilai AS n ON mk.id_mk = n.id_mk
JOIN HasilUjian AS hu ON u.id_ujian = hu.id_ujian
GROUP BY mk.id_mk, mk.judul","SELECT mk.id_mk, mk.judul,
  AVG(n.nilai_akhir) AS avg_nilai_akhir,
  AVG(h.nilai_diperoleh) AS avg_nilai_ujian
  FROM MataKuliah mk
  JOIN Nilai n ON mk.id_mk = n.id_mk
  JOIN Ujian u ON mk.id_mk = u.id_mk
  JOIN HasilUjian h ON u.id_ujian = h.id_ujian AND n.id_mahasiswa = h.id_mahasiswa
  GROUP BY mk.id_mk, mk.judul
  HAVING COUNT(DISTINCT u.id_ujian) > 0;",0.0
20.1,"Which faculties have clubs joined by students from different majors? I want id_fakultas, nama, and total_jurusan_klub.","SELECT f.id_fakultas, f.nama, COUNT(DISTINCT j.id_jurusan) AS total_jurusan_klub
FROM Fakultas f
JOIN Dosen d ON f.id_fakultas = d.id_fakultas
JOIN OrganisasiKlub ok ON d.id_dosen = ok.id_pembimbing_dosen
JOIN KeanggotaanKlub kk ON ok.id_klub = kk.id_klub
JOIN Mahasiswa m ON kk.id_mahasiswa = m.id_mahasiswa
JOIN Jurusan j ON m.id_jurusan = j.id_jurusan
GROUP BY f.id_fakultas, f.nama
HAVING COUNT(DISTINCT j.id_jurusan) > 1;","SELECT f.id_fakultas, f.nama, COUNT(DISTINCT j.id_jurusan) AS total_jurusan_klub
  FROM Fakultas f
  JOIN Mahasiswa m ON f.id_fakultas = m.id_fakultas
  JOIN Jurusan j ON j.id_jurusan = m.id_jurusan
  JOIN KeanggotaanKlub kk ON m.id_mahasiswa = kk.id_mahasiswa
  GROUP BY f.id_fakultas, f.nama
  ORDER BY total_jurusan_klub DESC;",0.0
20.2,"Fakultas mana yang klubnya diisi mahasiswa dari banyak jurusan? Tampilkan id_fakultas, nama, total_jurusan_klub.","SELECT f.id_fakultas, f.nama, COUNT(DISTINCT j.id_jurusan) AS total_jurusan_klub FROM Fakultas AS f JOIN Jurusan AS j ON f.id_fakultas = j.id_fakultas JOIN Mahasiswa AS m ON j.id_jurusan = m.id_jurusan JOIN KeanggotaanKlub AS kk ON m.id_mahasiswa = kk.id_mahasiswa JOIN OrganisasiKlub AS ok ON kk.id_klub = ok.id_klub WHERE ok.id_klub IN (SELECT id_klub FROM (SELECT id_klub, COUNT(DISTINCT m.id_jurusan) AS total_jurusan FROM Mahasiswa AS m JOIN KeanggotaanKlub AS kk ON m.id_mahasiswa = kk.id_mahasiswa GROUP BY id_klub) AS KlubJurusan WHERE total_jurusan > 1) GROUP BY f.id_fakultas, f.nama","SELECT f.id_fakultas, f.nama, COUNT(DISTINCT j.id_jurusan) AS total_jurusan_klub
  FROM Fakultas f
  JOIN Mahasiswa m ON f.id_fakultas = m.id_fakultas
  JOIN Jurusan j ON j.id_jurusan = m.id_jurusan
  JOIN KeanggotaanKlub kk ON m.id_mahasiswa = kk.id_mahasiswa
  GROUP BY f.id_fakultas, f.nama
  ORDER BY total_jurusan_klub DESC;",0.0
21.1,"Which faculty head also teaches? Show id_kepala, nama_dosen, and jumlah_mk_diajar.","SELECT F.id_kepala, D.nama, COUNT(M.id_mk) AS jumlah_mk_diajar
FROM Fakultas AS F
JOIN Dosen AS D ON F.id_kepala = D.id_dosen
LEFT JOIN MataKuliah AS M ON D.id_dosen = M.id_pengajar
GROUP BY F.id_kepala, D.nama
HAVING COUNT(M.id_mk) > 0;","SELECT f.id_kepala, d.nama AS nama_dosen, COUNT(mk.id_mk) AS jumlah_mk_diajar
  FROM Fakultas f
  JOIN Dosen d ON f.id_kepala = d.id_dosen
  JOIN MataKuliah mk ON mk.id_pengajar = d.id_dosen
  GROUP BY f.id_kepala, d.nama
  HAVING COUNT(mk.id_mk) > 0;",1.0
21.2,"Kepala fakultas mana yang juga ngajar? Tampilkan id_kepala, nama_dosen, dan jumlah matkul yang diajarkan.","SELECT F.id_kepala, D.nama, COUNT(MK.id_mk) AS jumlah_matkul
FROM Fakultas AS F
JOIN Dosen AS D ON F.id_kepala = D.id_dosen
LEFT JOIN MataKuliah AS MK ON D.id_dosen = MK.id_pengajar
GROUP BY F.id_kepala, D.nama
HAVING COUNT(MK.id_mk) > 0;","SELECT f.id_kepala, d.nama AS nama_dosen, COUNT(mk.id_mk) AS jumlah_mk_diajar
  FROM Fakultas f
  JOIN Dosen d ON f.id_kepala = d.id_dosen
  JOIN MataKuliah mk ON mk.id_pengajar = d.id_dosen
  GROUP BY f.id_kepala, d.nama
  HAVING COUNT(mk.id_mk) > 0;",1.0
22.1,"List students who got a grade for every course they attended. Show id_mahasiswa, nama, and jumlah_mk.","SELECT m.id_mahasiswa, m.nama, COUNT(k.id_mk) AS jumlah_mk
FROM Mahasiswa AS m
JOIN Kelas AS k ON m.id_mahasiswa = k.id_mahasiswa
GROUP BY m.id_mahasiswa, m.nama
HAVING COUNT(DISTINCT k.id_mk) = (SELECT COUNT(DISTINCT n.id_mk) FROM Nilai AS n WHERE n.id_mahasiswa = m.id_mahasiswa);","SELECT m.id_mahasiswa, m.nama, COUNT(DISTINCT n.id_mk) AS jumlah_mk
  FROM Mahasiswa m
  JOIN Nilai n ON m.id_mahasiswa = n.id_mahasiswa
  JOIN EnrolmenKelas e ON m.id_mahasiswa = e.id_mahasiswa
  JOIN Sesi s ON e.id_sesi = s.id_sesi
  GROUP BY m.id_mahasiswa, m.nama
  HAVING COUNT(DISTINCT n.id_mk) = (
  SELECT COUNT(DISTINCT s2.id_mk)
  FROM EnrolmenKelas e2
  JOIN Sesi s2 ON s2.id_sesi = e2.id_sesi
  WHERE e2.id_mahasiswa = m.id_mahasiswa
  );",1.0
22.2,"Siapa aja mahasiswa yang dapet nilai akhir untuk semua matkul yang dia ambil? Kolom: id_mahasiswa, nama, jumlah_mk.","SELECT m.id_mahasiswa, m.nama, COUNT(k.id_mk) AS jumlah_mk
FROM Mahasiswa AS m
JOIN Kelas AS k ON m.id_mahasiswa = k.id_mahasiswa
GROUP BY m.id_mahasiswa, m.nama
HAVING COUNT(k.id_mk) = (SELECT COUNT(DISTINCT id_mk) FROM MataKuliah WHERE id_jurusan = m.id_jurusan);","SELECT m.id_mahasiswa, m.nama, COUNT(DISTINCT n.id_mk) AS jumlah_mk
  FROM Mahasiswa m
  JOIN Nilai n ON m.id_mahasiswa = n.id_mahasiswa
  JOIN EnrolmenKelas e ON m.id_mahasiswa = e.id_mahasiswa
  JOIN Sesi s ON e.id_sesi = s.id_sesi
  GROUP BY m.id_mahasiswa, m.nama
  HAVING COUNT(DISTINCT n.id_mk) = (
  SELECT COUNT(DISTINCT s2.id_mk)
  FROM EnrolmenKelas e2
  JOIN Sesi s2 ON s2.id_sesi = e2.id_sesi
  WHERE e2.id_mahasiswa = m.id_mahasiswa
  );",0.0
23.1,"Which students both did research and got a grade above 85? Show id_mahasiswa, nama, total_proyek, nilai_tertinggi.","SELECT m.id_mahasiswa, m.nama, tp.total_proyek, nt.nilai_tertinggi FROM Mahasiswa m JOIN (SELECT id_mahasiswa, COUNT(*) AS total_proyek FROM PartisipasiPenelitian GROUP BY id_mahasiswa) tp ON m.id_mahasiswa = tp.id_mahasiswa JOIN (SELECT id_mahasiswa, MAX(nilai_akhir) AS nilai_tertinggi FROM Nilai GROUP BY id_mahasiswa) nt ON m.id_mahasiswa = nt.id_mahasiswa WHERE m.id_mahasiswa IN (SELECT id_mahasiswa FROM PartisipasiPenelitian INTERSECT SELECT id_mahasiswa FROM Nilai WHERE nilai_akhir > 85);","SELECT m.id_mahasiswa, m.nama, COUNT(DISTINCT pp.id_proyek) AS total_proyek, MAX(n.nilai_akhir) AS nilai_tertinggi
  FROM Mahasiswa m
  JOIN PartisipasiPenelitian pp ON m.id_mahasiswa = pp.id_mahasiswa
  JOIN Nilai n ON m.id_mahasiswa = n.id_mahasiswa
  GROUP BY m.id_mahasiswa, m.nama
  HAVING MAX(n.nilai_akhir) > 85;",1.0
23.2,"Siapa mahasiswa yang ikut riset dan juga dapet nilai di atas 85? Tampilkan id_mahasiswa, nama, total_proyek, nilai_tertinggi.","SELECT m.id_mahasiswa, m.nama, COUNT(pp.id_proyek) AS total_proyek, MAX(n.nilai_akhir) AS nilai_tertinggi
FROM Mahasiswa m
JOIN PartisipasiPenelitian pp ON m.id_mahasiswa = pp.id_mahasiswa
JOIN Nilai n ON m.id_mahasiswa = n.id_mahasiswa
WHERE n.nilai_akhir > 85
GROUP BY m.id_mahasiswa, m.nama;","SELECT m.id_mahasiswa, m.nama, COUNT(DISTINCT pp.id_proyek) AS total_proyek, MAX(n.nilai_akhir) AS nilai_tertinggi
  FROM Mahasiswa m
  JOIN PartisipasiPenelitian pp ON m.id_mahasiswa = pp.id_mahasiswa
  JOIN Nilai n ON m.id_mahasiswa = n.id_mahasiswa
  GROUP BY m.id_mahasiswa, m.nama
  HAVING MAX(n.nilai_akhir) > 85;",0.8333333333333334
24.1,"Find lecturers who supervise students and teach in multiple semesters. Show id_dosen, nama, total_mahasiswa, jumlah_semester.","SELECT d.id_dosen, d.nama, COUNT(DISTINCT m.id_mahasiswa) AS total_mahasiswa, COUNT(DISTINCT s.semester) AS jumlah_semester
FROM Dosen AS d
JOIN Mahasiswa AS m ON d.id_dosen = m.id_pembimbing
JOIN Sesi AS s ON d.id_dosen = s.id_pengajar
GROUP BY d.id_dosen, d.nama
HAVING COUNT(DISTINCT s.semester) > 1;","SELECT d.id_dosen, d.nama,
  COUNT(DISTINCT m.id_mahasiswa) AS total_mahasiswa,
  COUNT(DISTINCT s.semester) AS jumlah_semester
  FROM Dosen d
  JOIN Mahasiswa m ON m.id_pembimbing = d.id_dosen
  JOIN Sesi s ON s.id_pengajar = d.id_dosen
  GROUP BY d.id_dosen, d.nama
  HAVING COUNT(DISTINCT s.semester) > 1;",1.0
24.2,"Dosen mana aja yang ngebimbing mahasiswa dan juga ngajar di lebih dari 1 semester? Tampilkan id_dosen, nama, total_mahasiswa, jumlah_semester.","SELECT d.id_dosen, d.nama, COUNT(DISTINCT m.id_mahasiswa) AS total_mahasiswa, COUNT(DISTINCT s.semester) AS jumlah_semester
FROM Dosen d
JOIN Mahasiswa m ON d.id_dosen = m.id_pembimbing
JOIN Sesi s ON d.id_dosen = s.id_pengajar
GROUP BY d.id_dosen, d.nama
HAVING COUNT(DISTINCT s.semester) > 1;","SELECT d.id_dosen, d.nama,
  COUNT(DISTINCT m.id_mahasiswa) AS total_mahasiswa,
  COUNT(DISTINCT s.semester) AS jumlah_semester
  FROM Dosen d
  JOIN Mahasiswa m ON m.id_pembimbing = d.id_dosen
  JOIN Sesi s ON s.id_pengajar = d.id_dosen
  GROUP BY d.id_dosen, d.nama
  HAVING COUNT(DISTINCT s.semester) > 1;",1.0
25.1,"Which facility is shared by the most faculties? Show id_fasilitas, nama_fasilitas, and total_fakultas.","SELECT ff.id_fasilitas, f.nama AS nama_fasilitas, COUNT(DISTINCT ff.id_fakultas) AS total_fakultas FROM FasilitasFakultas AS ff JOIN Fasilitas AS f ON ff.id_fasilitas = f.id_fasilitas GROUP BY ff.id_fasilitas, f.nama HAVING COUNT(DISTINCT ff.id_fakultas) = (SELECT MAX(total_fakultas) FROM (SELECT COUNT(DISTINCT id_fakultas) AS total_fakultas FROM FasilitasFakultas GROUP BY id_fasilitas) AS subquery);","SELECT f.id_fasilitas, f.nama AS nama_fasilitas, COUNT(DISTINCT ff.id_fakultas) AS total_fakultas
  FROM Fasilitas f
  JOIN FasilitasFakultas ff ON f.id_fasilitas = ff.id_fasilitas
  GROUP BY f.id_fasilitas, f.nama
  ORDER BY total_fakultas DESC;",1.0
25.2,"Fasilitas mana yang dipake paling banyak fakultas? Tampilkan id_fasilitas, nama_fasilitas, total_fakultas.","SELECT f.id_fasilitas, f.nama, COUNT(ff.id_fakultas) AS total_fakultas FROM Fasilitas AS f JOIN FasilitasFakultas AS ff ON f.id_fasilitas = ff.id_fasilitas GROUP BY f.id_fasilitas, f.nama HAVING COUNT(ff.id_fakultas) = (SELECT MAX(jumlah_fakultas) FROM (SELECT COUNT(id_fakultas) AS jumlah_fakultas FROM FasilitasFakultas GROUP BY id_fasilitas) AS subquery);","SELECT f.id_fasilitas, f.nama AS nama_fasilitas, COUNT(DISTINCT ff.id_fakultas) AS total_fakultas
  FROM Fasilitas f
  JOIN FasilitasFakultas ff ON f.id_fasilitas = ff.id_fasilitas
  GROUP BY f.id_fasilitas, f.nama
  ORDER BY total_fakultas DESC;",1.0
26.1,"Which students never missed any class? I want id_mahasiswa, nama, total_sesi_dihadiri.","SELECT m.id_mahasiswa, m.nama, COUNT(ck.id_sesi) AS total_sesi_dihadiri
FROM Mahasiswa AS m
JOIN CatatanKehadiran AS ck ON m.id_mahasiswa = ck.id_mahasiswa
WHERE m.id_mahasiswa NOT IN (SELECT DISTINCT id_mahasiswa FROM CatatanKehadiran WHERE status != 'present')
GROUP BY m.id_mahasiswa, m.nama;","SELECT m.id_mahasiswa, m.nama, COUNT(*) AS total_sesi_dihadiri
  FROM Mahasiswa m
  JOIN CatatanKehadiran k ON k.id_mahasiswa = m.id_mahasiswa
  WHERE k.status = 'Hadir'
  GROUP BY m.id_mahasiswa, m.nama
  HAVING COUNT(*) = (
  SELECT COUNT(*) FROM CatatanKehadiran k2 WHERE k2.id_mahasiswa = m.id_mahasiswa
  );",0.0
26.2,"Siapa mahasiswa yang ga pernah bolos sekalipun? Kolom: id_mahasiswa, nama, total_sesi_dihadiri.","SELECT m.id_mahasiswa, m.nama, COUNT(ck.id_sesi) AS total_sesi_dihadiri FROM Mahasiswa AS m LEFT JOIN CatatanKehadiran AS ck ON m.id_mahasiswa = ck.id_mahasiswa GROUP BY m.id_mahasiswa, m.nama HAVING COUNT(DISTINCT ck.id_sesi) = (SELECT COUNT(*) FROM Sesi)","SELECT m.id_mahasiswa, m.nama, COUNT(*) AS total_sesi_dihadiri
  FROM Mahasiswa m
  JOIN CatatanKehadiran k ON k.id_mahasiswa = m.id_mahasiswa
  WHERE k.status = 'Hadir'
  GROUP BY m.id_mahasiswa, m.nama
  HAVING COUNT(*) = (
  SELECT COUNT(*) FROM CatatanKehadiran k2 WHERE k2.id_mahasiswa = m.id_mahasiswa
  );",0.0
27.1,"List clubs where the average GPA of members is above 3.5. Show id_klub, nama_klub, avg_ipk.","SELECT k.id_klub, k.nama AS nama_klub, AVG(n.IPK) AS avg_ipk FROM OrganisasiKlub AS k JOIN KeanggotaanKlub AS kk ON k.id_klub = kk.id_klub JOIN Mahasiswa AS m ON kk.id_mahasiswa = m.id_mahasiswa JOIN Nilai AS n ON m.id_mahasiswa = n.id_mahasiswa GROUP BY k.id_klub, k.nama HAVING AVG(n.IPK) > 3.5","SELECT k.id_klub, k.nama AS nama_klub, AVG(n.IPK) AS avg_ipk
  FROM KeanggotaanKlub kk
  JOIN OrganisasiKlub k ON kk.id_klub = k.id_klub
  JOIN Mahasiswa m ON kk.id_mahasiswa = m.id_mahasiswa
  JOIN Nilai n ON n.id_mahasiswa = m.id_mahasiswa
  GROUP BY k.id_klub, k.nama
  HAVING AVG(n.IPK) > 3.5;",1.0
27.2,"Klub mana aja yang anggota-anggotanya punya IPK rata-rata di atas 3.5? Tampilkan id_klub, nama_klub, avg_ipk.","SELECT ok.id_klub, ok.nama AS nama_klub, AVG(n.IPK) AS avg_ipk FROM OrganisasiKlub AS ok JOIN KeanggotaanKlub AS kk ON ok.id_klub = kk.id_klub JOIN Mahasiswa AS m ON kk.id_mahasiswa = m.id_mahasiswa JOIN Nilai AS n ON m.id_mahasiswa = n.id_mahasiswa GROUP BY ok.id_klub, ok.nama HAVING AVG(n.IPK) > 3.5","SELECT k.id_klub, k.nama AS nama_klub, AVG(n.IPK) AS avg_ipk
  FROM KeanggotaanKlub kk
  JOIN OrganisasiKlub k ON kk.id_klub = k.id_klub
  JOIN Mahasiswa m ON kk.id_mahasiswa = m.id_mahasiswa
  JOIN Nilai n ON n.id_mahasiswa = m.id_mahasiswa
  GROUP BY k.id_klub, k.nama
  HAVING AVG(n.IPK) > 3.5;",1.0
28.1,"Which courses have no students but still have sessions? Show id_mk, judul, jumlah_sesi.","SELECT mk.id_mk, mk.judul, COUNT(s.id_sesi) AS jumlah_sesi FROM MataKuliah mk JOIN Sesi s ON mk.id_mk = s.id_mk WHERE NOT EXISTS (SELECT 1 FROM Kelas k WHERE k.id_mk = mk.id_mk) GROUP BY mk.id_mk, mk.judul","SELECT mk.id_mk, mk.judul, COUNT(s.id_sesi) AS jumlah_sesi
  FROM MataKuliah mk
  JOIN Sesi s ON mk.id_mk = s.id_mk
  WHERE NOT EXISTS (
  SELECT 1 FROM EnrolmenKelas e
  JOIN Sesi s2 ON e.id_sesi = s2.id_sesi
  WHERE s2.id_mk = mk.id_mk
  )
  GROUP BY mk.id_mk, mk.judul;",1.0
28.2,"Matkul mana yang punya sesi tapi ga ada mahasiswa yang daftar? Kolom: id_mk, judul, jumlah_sesi.","SELECT mk.id_mk, mk.judul, COUNT(s.id_mk) AS jumlah_sesi
FROM MataKuliah AS mk
JOIN Sesi AS s ON mk.id_mk = s.id_mk
WHERE mk.id_mk NOT IN (SELECT id_mk FROM EnrolmenKelas AS ek JOIN Sesi AS s ON ek.id_sesi = s.id_sesi)
GROUP BY mk.id_mk, mk.judul;","SELECT mk.id_mk, mk.judul, COUNT(s.id_sesi) AS jumlah_sesi
  FROM MataKuliah mk
  JOIN Sesi s ON mk.id_mk = s.id_mk
  WHERE NOT EXISTS (
  SELECT 1 FROM EnrolmenKelas e
  JOIN Sesi s2 ON e.id_sesi = s2.id_sesi
  WHERE s2.id_mk = mk.id_mk
  )
  GROUP BY mk.id_mk, mk.judul;",1.0
29.1,"Which books were borrowed more than 5 times and still have copies? Show id_buku, judul, total_peminjaman, salinan_tersedia.","SELECT bp.id_buku, bp.judul, BorrowCounts.total_peminjaman, bp.salinan_tersedia
FROM BukuPerpustakaan AS bp
JOIN (SELECT id_buku, COUNT(*) AS total_peminjaman FROM PeminjamanBuku GROUP BY id_buku) AS BorrowCounts
ON bp.id_buku = BorrowCounts.id_buku
WHERE BorrowCounts.total_peminjaman > 5 AND bp.salinan_tersedia > 0;","SELECT b.id_buku, b.judul, COUNT(p.id_peminjaman) AS total_peminjaman, b.salinan_tersedia
  FROM BukuPerpustakaan b
  JOIN PeminjamanBuku p ON b.id_buku = p.id_buku
  GROUP BY b.id_buku, b.judul, b.salinan_tersedia
  HAVING COUNT(p.id_peminjaman) > 5 AND b.salinan_tersedia > 0;",1.0
29.2,"Buku apa aja yang udah dipinjam lebih dari 5x tapi masih tersedia? Kolom: id_buku, judul, total_peminjaman, salinan_tersedia.","SELECT bp.id_buku, bp.judul, tp.total_peminjaman, bp.salinan_tersedia
FROM BukuPerpustakaan AS bp
JOIN (SELECT id_buku, COUNT(*) AS total_peminjaman FROM PeminjamanBuku GROUP BY id_buku HAVING COUNT(*) > 5) AS tp ON bp.id_buku = tp.id_buku
WHERE bp.salinan_tersedia > 0","SELECT b.id_buku, b.judul, COUNT(p.id_peminjaman) AS total_peminjaman, b.salinan_tersedia
  FROM BukuPerpustakaan b
  JOIN PeminjamanBuku p ON b.id_buku = p.id_buku
  GROUP BY b.id_buku, b.judul, b.salinan_tersedia
  HAVING COUNT(p.id_peminjaman) > 5 AND b.salinan_tersedia > 0;",1.0
30.1,"Who are the top 5 lecturers with the most roles (teaching, supervising, publishing)? Show id_dosen, nama, total_peran.","SELECT d.id_dosen, d.nama, COALESCE(mengajar.jumlah_mengajar, 0) + COALESCE(membimbing.jumlah_membimbing, 0) + COALESCE(publikasi.jumlah_publikasi, 0) AS total_peran
FROM Dosen d
LEFT JOIN (SELECT id_pengajar, COUNT(DISTINCT id_mk) AS jumlah_mengajar FROM MataKuliah GROUP BY id_pengajar) AS mengajar ON d.id_dosen = mengajar.id_pengajar
LEFT JOIN (SELECT id_pembimbing, COUNT(DISTINCT id_mahasiswa) AS jumlah_membimbing FROM Mahasiswa GROUP BY id_pembimbing) AS membimbing ON d.id_dosen = membimbing.id_pembimbing
LEFT JOIN (SELECT id_dosen, COUNT(DISTINCT id_publikasi) AS jumlah_publikasi FROM PenulisPublikasi GROUP BY id_dosen) AS publikasi ON d.id_dosen = publikasi.id_dosen
ORDER BY total_peran DESC
LIMIT 5;","SELECT d.id_dosen, d.nama,
  (SELECT COUNT(*) FROM Sesi WHERE id_pengajar = d.id_dosen) +
  (SELECT COUNT(*) FROM Mahasiswa WHERE id_pembimbing = d.id_dosen) +
  (SELECT COUNT(*) FROM PenulisPublikasi WHERE id_dosen = d.id_dosen) AS total_peran
  FROM Dosen d
  ORDER BY total_peran DESC
  LIMIT 5;",1.0
30.2,"5 dosen teraktif dalam hal ngajar, bimbing, dan publikasi siapa aja? Kolom: id_dosen, nama, total_peran.","SELECT d.id_dosen, d.nama, COALESCE(mk.jumlah_mk_diajar, 0) + COALESCE(m.jumlah_mahasiswa_dibimbing, 0) + COALESCE(p.jumlah_publikasi, 0) AS total_peran
FROM Dosen d
LEFT JOIN (
    SELECT id_pengajar, COUNT(*) AS jumlah_mk_diajar
    FROM MataKuliah
    GROUP BY id_pengajar
) mk ON d.id_dosen = mk.id_pengajar
LEFT JOIN (
    SELECT id_pembimbing, COUNT(*) AS jumlah_mahasiswa_dibimbing
    FROM Mahasiswa
    GROUP BY id_pembimbing
) m ON d.id_dosen = m.id_pembimbing
LEFT JOIN (
    SELECT id_dosen, COUNT(*) AS jumlah_publikasi
    FROM PenulisPublikasi
    GROUP BY id_dosen
) p ON d.id_dosen = p.id_dosen
ORDER BY total_peran DESC
LIMIT 5;","SELECT d.id_dosen, d.nama,
  (SELECT COUNT(*) FROM Sesi WHERE id_pengajar = d.id_dosen) +
  (SELECT COUNT(*) FROM Mahasiswa WHERE id_pembimbing = d.id_dosen) +
  (SELECT COUNT(*) FROM PenulisPublikasi WHERE id_dosen = d.id_dosen) AS total_peran
  FROM Dosen d
  ORDER BY total_peran DESC
  LIMIT 5;",1.0
31.1,"Which student is most active overall (sessions, research, clubs)? Show id_mahasiswa, nama, total_sesi, total_proyek, total_klub.","SELECT m.id_mahasiswa, m.nama, s.total_sesi, p.total_proyek, k.total_klub
FROM Mahasiswa AS m
JOIN (
    SELECT id_mahasiswa, COUNT(*) AS total_sesi
    FROM EnrolmenKelas
    GROUP BY id_mahasiswa
) AS s ON m.id_mahasiswa = s.id_mahasiswa
JOIN (
    SELECT id_mahasiswa, COUNT(*) AS total_proyek
    FROM PartisipasiPenelitian
    GROUP BY id_mahasiswa
) AS p ON m.id_mahasiswa = p.id_mahasiswa
JOIN (
    SELECT id_mahasiswa, COUNT(*) AS total_klub
    FROM KeanggotaanKlub
    GROUP BY id_mahasiswa
) AS k ON m.id_mahasiswa = k.id_mahasiswa
ORDER BY (s.total_sesi + p.total_proyek + k.total_klub) DESC
LIMIT 1;","SELECT m.id_mahasiswa, m.nama,
  COUNT(DISTINCT k.id_sesi) AS total_sesi,
  COUNT(DISTINCT pp.id_proyek) AS total_proyek,
  COUNT(DISTINCT kk.id_klub) AS total_klub
FROM Mahasiswa m
LEFT JOIN CatatanKehadiran k ON k.id_mahasiswa = m.id_mahasiswa
LEFT JOIN PartisipasiPenelitian pp ON pp.id_mahasiswa = m.id_mahasiswa
LEFT JOIN KeanggotaanKlub kk ON kk.id_mahasiswa = m.id_mahasiswa
GROUP BY m.id_mahasiswa, m.nama
ORDER BY (COUNT(DISTINCT k.id_sesi) + COUNT(DISTINCT pp.id_proyek) + COUNT(DISTINCT kk.id_klub)) DESC
LIMIT 1;
",0.0
31.2,"Mahasiswa mana yang paling aktif secara akademik? Kolom: id_mahasiswa, nama, total_sesi, total_proyek, total_klub.","SELECT m.id_mahasiswa, m.nama, COALESCE(total_sesi, 0) AS total_sesi, COALESCE(total_proyek, 0) AS total_proyek, COALESCE(total_klub, 0) AS total_klub
FROM Mahasiswa m
LEFT JOIN (SELECT id_mahasiswa, COUNT(*) AS total_sesi FROM EnrolmenKelas GROUP BY id_mahasiswa) AS sesi ON m.id_mahasiswa = sesi.id_mahasiswa
LEFT JOIN (SELECT id_mahasiswa, COUNT(*) AS total_proyek FROM PartisipasiPenelitian GROUP BY id_mahasiswa) AS proyek ON m.id_mahasiswa = proyek.id_mahasiswa
LEFT JOIN (SELECT id_mahasiswa, COUNT(*) AS total_klub FROM KeanggotaanKlub GROUP BY id_mahasiswa) AS klub ON m.id_mahasiswa = klub.id_mahasiswa
ORDER BY COALESCE(total_sesi, 0) + COALESCE(total_proyek, 0) + COALESCE(total_klub, 0) DESC
LIMIT 1;","SELECT m.id_mahasiswa, m.nama,
  COUNT(DISTINCT k.id_sesi) AS total_sesi,
  COUNT(DISTINCT pp.id_proyek) AS total_proyek,
  COUNT(DISTINCT kk.id_klub) AS total_klub
FROM Mahasiswa m
LEFT JOIN CatatanKehadiran k ON k.id_mahasiswa = m.id_mahasiswa
LEFT JOIN PartisipasiPenelitian pp ON pp.id_mahasiswa = m.id_mahasiswa
LEFT JOIN KeanggotaanKlub kk ON kk.id_mahasiswa = m.id_mahasiswa
GROUP BY m.id_mahasiswa, m.nama
ORDER BY (COUNT(DISTINCT k.id_sesi) + COUNT(DISTINCT pp.id_proyek) + COUNT(DISTINCT kk.id_klub)) DESC
LIMIT 1;
",0.0
32.1,"Which courses had the best average participation score? Show id_mk, judul, avg_partisipasi.","SELECT m.id_mk, m.judul, AVG(e.nilai_partisipasi) AS avg_partisipasi
FROM MataKuliah AS m
JOIN Sesi AS s ON m.id_mk = s.id_mk
JOIN EnrolmenKelas AS e ON s.id_sesi = e.id_sesi
GROUP BY m.id_mk, m.judul
ORDER BY avg_partisipasi DESC","SELECT mk.id_mk, mk.judul, AVG(e.nilai_partisipasi) AS avg_partisipasi
  FROM MataKuliah mk
  JOIN Sesi s ON s.id_mk = mk.id_mk
  JOIN EnrolmenKelas e ON e.id_sesi = s.id_sesi
  GROUP BY mk.id_mk, mk.judul
  ORDER BY avg_partisipasi DESC
  LIMIT 5;",0.0
